"filename","dataset","word","speakerID","utteranceIndex","extension","samples","min","Q10","Q25","median","Q75","Q90","max","range","mean","sd","md5sum"
"test/audio/clip_fff686d73.wav","test","","fff686d73","0","wav",16000,-3697,-21.0999999999999,-2,1,2,24,2623,6320,-0.15975,296.30413891618,"01477edd8dd2f3a003b4cb8c5a8b2f7d"
"test/audio/clip_79ca31a2f.wav","test","","79ca31a2f","0","wav",16000,-8088,-560.1,-24,0,25,500,8159,16247,0.055,1028.28573494775,"0186604b63475ef175e2f4e582dda258"
"test/audio/clip_af0c162e7.wav","test","","af0c162e7","0","wav",16000,-8088,-560.1,-24,0,25,500,8159,16247,0.055,1028.28573494775,"0186604b63475ef175e2f4e582dda258"
"test/audio/clip_ed6ee18c0.wav","test","","ed6ee18c0","0","wav",16000,-8088,-560.1,-24,0,25,500,8159,16247,0.055,1028.28573494775,"0186604b63475ef175e2f4e582dda258"
"test/audio/clip_f6fcb123f.wav","test","","f6fcb123f","0","wav",16000,-8088,-560.1,-24,0,25,500,8159,16247,0.055,1028.28573494775,"0186604b63475ef175e2f4e582dda258"
"test/audio/clip_5d06c4175.wav","test","","5d06c4175","0","wav",16000,-32744,-851,-18,1,18,1004.1,26675,59419,-0.64525,3242.22086912084,"018db8f781099ae79e7d3fe04f478fb0"
"test/audio/clip_b0d309cdc.wav","test","","b0d309cdc","0","wav",16000,-32744,-851,-18,1,18,1004.1,26675,59419,-0.64525,3242.22086912084,"018db8f781099ae79e7d3fe04f478fb0"
"train/audio/nine/1eddce1d_nohash_0.wav","train","nine","1eddce1d","0","wav",16000,-7976,-787,-41,0,28,953.1,9033,17009,0.931375,1205.15215461486,"01d81b632f2da9b6cf776c126f657170"
"train/audio/nine/1eddce1d_nohash_1.wav","train","nine","1eddce1d","1","wav",16000,-7976,-787,-41,0,28,953.1,9033,17009,0.931375,1205.15215461486,"01d81b632f2da9b6cf776c126f657170"
"test/audio/clip_54b57e98d.wav","test","","54b57e98d","0","wav",16000,-4246,-7,-2,1,2,9,3397,7643,0.1134375,178.300170720231,"01e5e64829eac9a95277fba8db77e6b8"
"test/audio/clip_98c3cfe16.wav","test","","98c3cfe16","0","wav",16000,-4246,-7,-2,1,2,9,3397,7643,0.1134375,178.300170720231,"01e5e64829eac9a95277fba8db77e6b8"
"test/audio/clip_3378464fb.wav","test","","3378464fb","0","wav",16000,-16737,-667,-76,0,75,618.1,13750,30487,5.15375,2227.19469913952,"023af5bde5e94287795b5e6cd9035454"
"test/audio/clip_95b927d95.wav","test","","95b927d95","0","wav",16000,-16737,-667,-76,0,75,618.1,13750,30487,5.15375,2227.19469913952,"023af5bde5e94287795b5e6cd9035454"
"test/audio/clip_a9748e3fa.wav","test","","a9748e3fa","0","wav",16000,-10291,-222,-3,1,4,248.1,8416,18707,0.006625,809.484076038834,"027e1117f37ec381941680bc83ede2b2"
"test/audio/clip_ae4862245.wav","test","","ae4862245","0","wav",16000,-10291,-222,-3,1,4,248.1,8416,18707,0.006625,809.484076038834,"027e1117f37ec381941680bc83ede2b2"
"test/audio/clip_59ac64c57.wav","test","","59ac64c57","0","wav",16000,-18551,-364.2,-17,1,27,549,11663,30214,-0.1720625,904.908198595299,"0327503658bcc9fac6f0162693f8e83c"
"test/audio/clip_e95a3b41a.wav","test","","e95a3b41a","0","wav",16000,-18551,-364.2,-17,1,27,549,11663,30214,-0.1720625,904.908198595299,"0327503658bcc9fac6f0162693f8e83c"
"train/audio/on/c120e80e_nohash_4.wav","train","on","c120e80e","4","wav",16000,-20348,-723,-10,1,13,1220.1,16663,37011,-1.6194375,2495.34452335801,"03397df7b85dbbbfa92551a5f733256f"
"train/audio/on/c120e80e_nohash_7.wav","train","on","c120e80e","7","wav",16000,-20348,-723,-10,1,13,1220.1,16663,37011,-1.6194375,2495.34452335801,"03397df7b85dbbbfa92551a5f733256f"
"train/audio/one/cb8f8307_nohash_3.wav","train","one","cb8f8307","3","wav",16000,-18801,-721.3,-5,0,4,688,17742,36543,-0.719375,2005.73518911462,"0359d7d245cbd618adc449974da29e03"
"train/audio/one/cb8f8307_nohash_4.wav","train","one","cb8f8307","4","wav",16000,-18801,-721.3,-5,0,4,688,17742,36543,-0.719375,2005.73518911462,"0359d7d245cbd618adc449974da29e03"
"test/audio/clip_64b6f6e0e.wav","test","","64b6f6e0e","0","wav",16000,-26143,-806.3,-42,0,36,580.1,28905,55048,0.9720625,3433.9161538674,"03c1a951b3dcd1c84aa5ab04ebb12696"
"test/audio/clip_a59a30be4.wav","test","","a59a30be4","0","wav",16000,-26143,-806.3,-42,0,36,580.1,28905,55048,0.9720625,3433.9161538674,"03c1a951b3dcd1c84aa5ab04ebb12696"
"test/audio/clip_5cd5002a9.wav","test","","5cd5002a9","0","wav",16000,-24273,-2416.3,-78,1,150,2592.1,20412,44685,1.634875,3309.56275924967,"03c4bc26787f6e32b21cedd547d943cd"
"test/audio/clip_c13d2dc5e.wav","test","","c13d2dc5e","0","wav",16000,-24273,-2416.3,-78,1,150,2592.1,20412,44685,1.634875,3309.56275924967,"03c4bc26787f6e32b21cedd547d943cd"
"test/audio/clip_062a80a45.wav","test","","062a80a45","0","wav",16000,-14683,-851.1,-68.25,0,63.25,826.1,11955,26638,-0.5133125,1562.58574875482,"046e00ec6f7b0cf1b7af08716c4aba0a"
"test/audio/clip_4760f3e88.wav","test","","4760f3e88","0","wav",16000,-14683,-851.1,-68.25,0,63.25,826.1,11955,26638,-0.5133125,1562.58574875482,"046e00ec6f7b0cf1b7af08716c4aba0a"
"test/audio/clip_6a96b1564.wav","test","","6a96b1564","0","wav",16000,-14683,-851.1,-68.25,0,63.25,826.1,11955,26638,-0.5133125,1562.58574875482,"046e00ec6f7b0cf1b7af08716c4aba0a"
"test/audio/clip_4dc5934bb.wav","test","","4dc5934bb","0","wav",16000,-17681,-2865.1,-295.25,-8,79,2241.3,22475,40156,2.644125,3005.87937622329,"0491496d702de19c470d37e68ce09a12"
"test/audio/clip_e6f190eb4.wav","test","","e6f190eb4","0","wav",16000,-17681,-2865.1,-295.25,-8,79,2241.3,22475,40156,2.644125,3005.87937622329,"0491496d702de19c470d37e68ce09a12"
"test/audio/clip_1cccaa68c.wav","test","","1cccaa68c","0","wav",16000,-15254,-579.5,-15,0,12,151,21522,36776,6.067875,2884.67453419203,"04964a7f403655952e9c91c78901051e"
"test/audio/clip_60155e9e8.wav","test","","60155e9e8","0","wav",16000,-15254,-579.5,-15,0,12,151,21522,36776,6.067875,2884.67453419203,"04964a7f403655952e9c91c78901051e"
"test/audio/clip_77cbec541.wav","test","","77cbec541","0","wav",16000,-15254,-579.5,-15,0,12,151,21522,36776,6.067875,2884.67453419203,"04964a7f403655952e9c91c78901051e"
"test/audio/clip_b9e5a2b47.wav","test","","b9e5a2b47","0","wav",16000,-5553,-93.0999999999999,-2,1,2,114,4852,10405,0.6559375,502.593381935356,"04b31df084b257d0ff95edf9499476df"
"test/audio/clip_bedaf7561.wav","test","","bedaf7561","0","wav",16000,-5553,-93.0999999999999,-2,1,2,114,4852,10405,0.6559375,502.593381935356,"04b31df084b257d0ff95edf9499476df"
"test/audio/clip_95a1e97a3.wav","test","","95a1e97a3","0","wav",16000,-10775,-1844.3,-310,-3,31,1526.3,19487,30262,1.2805,2165.87631539363,"04bc1343d46afc3b95c3857f1016ff7f"
"test/audio/clip_fada7faf2.wav","test","","fada7faf2","0","wav",16000,-10775,-1844.3,-310,-3,31,1526.3,19487,30262,1.2805,2165.87631539363,"04bc1343d46afc3b95c3857f1016ff7f"
"train/audio/seven/e7ea8b76_nohash_1.wav","train","seven","e7ea8b76","1","wav",16000,-6025,-477,-32.25,0,15,364,6686,12711,0.052,776.924643733147,"04c39af389a140dd1b1dd73665a4a502"
"train/audio/seven/e7ea8b76_nohash_5.wav","train","seven","e7ea8b76","5","wav",16000,-6025,-477,-32.25,0,15,364,6686,12711,0.052,776.924643733147,"04c39af389a140dd1b1dd73665a4a502"
"test/audio/clip_4da8e5884.wav","test","","4da8e5884","0","wav",16000,-9280,-656.1,-274,-9,250,596,9954,19234,1.074125,1201.83452366346,"0504c07b74c2aa7fee4f8e2d745ef14b"
"test/audio/clip_e8f577ddf.wav","test","","e8f577ddf","0","wav",16000,-9280,-656.1,-274,-9,250,596,9954,19234,1.074125,1201.83452366346,"0504c07b74c2aa7fee4f8e2d745ef14b"
"test/audio/clip_1eb2ee3d2.wav","test","","1eb2ee3d2","0","wav",16000,-15110,-1210.3,-145,-1,145,1125,13556,28666,-0.3764375,2437.20583817328,"050a91d897f2ddcfe21c21625d1b87a3"
"test/audio/clip_645859694.wav","test","","645859694","0","wav",16000,-15110,-1210.3,-145,-1,145,1125,13556,28666,-0.3764375,2437.20583817328,"050a91d897f2ddcfe21c21625d1b87a3"
"train/audio/go/cb2929ce_nohash_2.wav","train","go","cb2929ce","2","wav",16000,-3227,-163,-14,0,15,145,2816,6043,0.458625,392.794185920108,"051ef015280fedb6484e1233d348c870"
"train/audio/go/cb2929ce_nohash_4.wav","train","go","cb2929ce","4","wav",16000,-3227,-163,-14,0,15,145,2816,6043,0.458625,392.794185920108,"051ef015280fedb6484e1233d348c870"
"test/audio/clip_9c8a1eb0a.wav","test","","9c8a1eb0a","0","wav",16000,-1736,-29,-1,0,1,26,2119,3855,-0.228625,128.449133626331,"05b42d314d80416d396289cc2e4b8d19"
"test/audio/clip_ae6d7f525.wav","test","","ae6d7f525","0","wav",16000,-1736,-29,-1,0,1,26,2119,3855,-0.228625,128.449133626331,"05b42d314d80416d396289cc2e4b8d19"
"test/audio/clip_938de3b73.wav","test","","938de3b73","0","wav",16000,-13376,-2050.1,-166,-1,121,1807,26247,39623,-3.3780625,2216.47066002867,"05cf7dbee78a46224312ed758869e9d7"
"test/audio/clip_d6a63d1a6.wav","test","","d6a63d1a6","0","wav",16000,-13376,-2050.1,-166,-1,121,1807,26247,39623,-3.3780625,2216.47066002867,"05cf7dbee78a46224312ed758869e9d7"
"test/audio/clip_7139398c3.wav","test","","7139398c3","0","wav",16000,-639,-62,-24,-1,24,61,636,1275,0.2266875,103.693472293533,"05f29c805f7b98b30469acf1fe075588"
"test/audio/clip_a4a36a1fe.wav","test","","a4a36a1fe","0","wav",16000,-639,-62,-24,-1,24,61,636,1275,0.2266875,103.693472293533,"05f29c805f7b98b30469acf1fe075588"
"test/audio/clip_5406ae086.wav","test","","5406ae086","0","wav",16000,-6335,-333,0,0,1,357.1,7492,13827,1.6215,764.899754601812,"060b7bbe73183c403bf41caece24e9f1"
"test/audio/clip_bbb2bcb3c.wav","test","","bbb2bcb3c","0","wav",16000,-6335,-333,0,0,1,357.1,7492,13827,1.6215,764.899754601812,"060b7bbe73183c403bf41caece24e9f1"
"train/audio/five/c1d39ce8_nohash_3.wav","train","five","c1d39ce8","3","wav",16000,-27277,-6723.9,-1545,0,1938.25,7334.3,27722,54999,-2.0573125,6336.32017495074,"0654fa35765cfc52acc836ec291d789d"
"train/audio/five/c1d39ce8_nohash_4.wav","train","five","c1d39ce8","4","wav",16000,-27277,-6723.9,-1545,0,1938.25,7334.3,27722,54999,-2.0573125,6336.32017495074,"0654fa35765cfc52acc836ec291d789d"
"train/audio/no/9a7c1f83_nohash_3.wav","train","no","9a7c1f83","3","wav",16000,-23787,-1864.3,-65,2,106,3605,14822,38609,-8.93325,3904.92898793557,"066631cf21f574408f3d70cc4ff97089"
"train/audio/no/9a7c1f83_nohash_5.wav","train","no","9a7c1f83","5","wav",16000,-23787,-1864.3,-65,2,106,3605,14822,38609,-8.93325,3904.92898793557,"066631cf21f574408f3d70cc4ff97089"
"test/audio/clip_10661d030.wav","test","","10661d030","0","wav",16000,-8472,-636,-7,0,6,97.1000000000004,10983,19455,-1.73175,1544.6354797216,"067fc65b36cc9404ccf2c0a82109eade"
"test/audio/clip_6c3c52cac.wav","test","","6c3c52cac","0","wav",16000,-8472,-636,-7,0,6,97.1000000000004,10983,19455,-1.73175,1544.6354797216,"067fc65b36cc9404ccf2c0a82109eade"
"train/audio/four/3402e488_nohash_3.wav","train","four","3402e488","3","wav",16000,-6729,-333,-6,0,4,265.1,7837,14566,-0.6579375,905.433502966957,"068bac65bee3131286d75d6225e15cac"
"test/audio/clip_3e2956058.wav","test","","3e2956058","0","wav",16000,-6729,-333,-6,0,4,265.1,7837,14566,-0.6579375,905.433502966957,"068bac65bee3131286d75d6225e15cac"
"test/audio/clip_6f38ef23f.wav","test","","6f38ef23f","0","wav",16000,-8490,-592.1,-15,-1,11,332,9919,18409,3.203125,1258.00227721309,"06a20ad94ccd2b8d325cb48b2cd9ebef"
"test/audio/clip_a8a5f16b5.wav","test","","a8a5f16b5","0","wav",16000,-8490,-592.1,-15,-1,11,332,9919,18409,3.203125,1258.00227721309,"06a20ad94ccd2b8d325cb48b2cd9ebef"
"test/audio/clip_90d90b8db.wav","test","","90d90b8db","0","wav",16000,-3700,-31,-2,0,2,29,2561,6261,0.078125,212.524814013023,"06b0a990e1db56e24e00bb0334bebf35"
"test/audio/clip_fd69ce61e.wav","test","","fd69ce61e","0","wav",16000,-3700,-31,-2,0,2,29,2561,6261,0.078125,212.524814013023,"06b0a990e1db56e24e00bb0334bebf35"
"test/audio/clip_4658ce205.wav","test","","4658ce205","0","wav",16000,-8230,-1455,-110,-4,57,995.1,8840,17070,-1.9254375,1477.26696575414,"06d0ee293e8430522774ab92a024e9b2"
"test/audio/clip_870afd3ec.wav","test","","870afd3ec","0","wav",16000,-8230,-1455,-110,-4,57,995.1,8840,17070,-1.9254375,1477.26696575414,"06d0ee293e8430522774ab92a024e9b2"
"test/audio/clip_6c58cac7b.wav","test","","6c58cac7b","0","wav",16000,-16577,-895,-29,-2,19,325.1,25465,42042,-2.4391875,2125.86628907353,"06fc099f3e4d0e96c4d1be83bc4cc5f2"
"test/audio/clip_d7f79fb1c.wav","test","","d7f79fb1c","0","wav",16000,-16577,-895,-29,-2,19,325.1,25465,42042,-2.4391875,2125.86628907353,"06fc099f3e4d0e96c4d1be83bc4cc5f2"
"test/audio/clip_26f90e7b9.wav","test","","26f90e7b9","0","wav",16000,-10634,-1390.2,-158,-6,85,1129.2,10665,21299,-2.31625,1773.94251646979,"070eb47b9cabd386f6362712f856aa65"
"test/audio/clip_c19703bfe.wav","test","","c19703bfe","0","wav",16000,-10634,-1390.2,-158,-6,85,1129.2,10665,21299,-2.31625,1773.94251646979,"070eb47b9cabd386f6362712f856aa65"
"test/audio/clip_0f513405d.wav","test","","0f513405d","0","wav",16000,-3647,-83,-3,1,3,105,2680,6327,-0.1526875,312.885759851255,"07431a17d6a0bf519a7cf7846b45c3b5"
"test/audio/clip_fc8d32a3e.wav","test","","fc8d32a3e","0","wav",16000,-3647,-83,-3,1,3,105,2680,6327,-0.1526875,312.885759851255,"07431a17d6a0bf519a7cf7846b45c3b5"
"test/audio/clip_00394ffa0.wav","test","","00394ffa0","0","wav",16000,-18487,-2017.4,-66,-1,43,1479.1,27653,46140,-1.3175625,2903.89267598403,"078c767d7500115031075de1a24cd08f"
"test/audio/clip_bf50fab25.wav","test","","bf50fab25","0","wav",16000,-18487,-2017.4,-66,-1,43,1479.1,27653,46140,-1.3175625,2903.89267598403,"078c767d7500115031075de1a24cd08f"
"train/audio/zero/c1d39ce8_nohash_2.wav","train","zero","c1d39ce8","2","wav",16000,-26103,-5728,-1852.75,9,2018.5,5658.1,28165,54268,-3.768875,5329.80849440136,"07da9074d30a98af277d06123a215cc5"
"train/audio/zero/c1d39ce8_nohash_8.wav","train","zero","c1d39ce8","8","wav",16000,-26103,-5728,-1852.75,9,2018.5,5658.1,28165,54268,-3.768875,5329.80849440136,"07da9074d30a98af277d06123a215cc5"
"test/audio/clip_1636554c1.wav","test","","1636554c1","0","wav",16000,-7516,-342.1,-14,0,14,335,9113,16629,0.6499375,931.677777043255,"07f96dfaf15773b131b540609931b262"
"test/audio/clip_2c85e7a99.wav","test","","2c85e7a99","0","wav",16000,-7516,-342.1,-14,0,14,335,9113,16629,0.6499375,931.677777043255,"07f96dfaf15773b131b540609931b262"
"test/audio/clip_01e792bc8.wav","test","","01e792bc8","0","wav",16000,-7118,-1553.1,-441.25,-29,207,1695.1,7152,14270,-3.792125,1491.86693469874,"0830b8795fd405cd029d1b38cc5bee9a"
"test/audio/clip_c8aef939b.wav","test","","c8aef939b","0","wav",16000,-7118,-1553.1,-441.25,-29,207,1695.1,7152,14270,-3.792125,1491.86693469874,"0830b8795fd405cd029d1b38cc5bee9a"
"test/audio/clip_06e711bb5.wav","test","","06e711bb5","0","wav",16000,-18528,-476,-77,0,76,603.1,17398,35926,-3.54775,2684.92871841766,"0834a8796f3e41136b65892efafdcb70"
"test/audio/clip_3e7c0dd39.wav","test","","3e7c0dd39","0","wav",16000,-18528,-476,-77,0,76,603.1,17398,35926,-3.54775,2684.92871841766,"0834a8796f3e41136b65892efafdcb70"
"test/audio/clip_832b65a50.wav","test","","832b65a50","0","wav",16000,-18528,-476,-77,0,76,603.1,17398,35926,-3.54775,2684.92871841766,"0834a8796f3e41136b65892efafdcb70"
"test/audio/clip_60e4f28a5.wav","test","","60e4f28a5","0","wav",16000,-15991,-3170.1,-1016.25,-3,188,2828.7,25319,41310,3.0245,3590.86596391427,"083b08993ba8beffaecbaba9ab8d6a20"
"test/audio/clip_f872286b0.wav","test","","f872286b0","0","wav",16000,-15991,-3170.1,-1016.25,-3,188,2828.7,25319,41310,3.0245,3590.86596391427,"083b08993ba8beffaecbaba9ab8d6a20"
"test/audio/clip_10f128608.wav","test","","10f128608","0","wav",16000,-14249,-590.3,-31,0,31,655.1,16359,30608,-4.093625,2002.10420765579,"08442c9c3f3087aee4ced96f4c018841"
"test/audio/clip_762ed6ae1.wav","test","","762ed6ae1","0","wav",16000,-14249,-590.3,-31,0,31,655.1,16359,30608,-4.093625,2002.10420765579,"08442c9c3f3087aee4ced96f4c018841"
"test/audio/clip_b19180bac.wav","test","","b19180bac","0","wav",16000,-14249,-590.3,-31,0,31,655.1,16359,30608,-4.093625,2002.10420765579,"08442c9c3f3087aee4ced96f4c018841"
"train/audio/on/c1d39ce8_nohash_1.wav","train","on","c1d39ce8","1","wav",16000,-18910,-1992.1,-112,7,192,2696.5,12929,31839,-3.7858125,2948.13473198921,"08897637987aba6e6c4d5152e7c60ce8"
"train/audio/on/c1d39ce8_nohash_2.wav","train","on","c1d39ce8","2","wav",16000,-18910,-1992.1,-112,7,192,2696.5,12929,31839,-3.7858125,2948.13473198921,"08897637987aba6e6c4d5152e7c60ce8"
"test/audio/clip_aff9c6cae.wav","test","","aff9c6cae","0","wav",16000,-1908,-46,-5,0,4,49,2290,4198,0.003,168.424320654669,"090af66b48e61413c0a5a530d9c60e83"
"test/audio/clip_cfed576c5.wav","test","","cfed576c5","0","wav",16000,-1908,-46,-5,0,4,49,2290,4198,0.003,168.424320654669,"090af66b48e61413c0a5a530d9c60e83"
"test/audio/clip_0830ed1e4.wav","test","","0830ed1e4","0","wav",16000,-32768,-3567.9,-83,2,444.25,4494,16006,48774,-2.41975,4254.49332950213,"09246f10224a4dd0ff1b990c9727b4a2"
"test/audio/clip_8447b05a9.wav","test","","8447b05a9","0","wav",16000,-32768,-3567.9,-83,2,444.25,4494,16006,48774,-2.41975,4254.49332950213,"09246f10224a4dd0ff1b990c9727b4a2"
"train/audio/six/c120e80e_nohash_2.wav","train","six","c120e80e","2","wav",16000,-22453,-402.1,-10,0,27.25,554.1,18228,40681,-0.861625,2670.05396366121,"09598c0a682c5635018063cf4f1ab16f"
"train/audio/six/c120e80e_nohash_3.wav","train","six","c120e80e","3","wav",16000,-22453,-402.1,-10,0,27.25,554.1,18228,40681,-0.861625,2670.05396366121,"09598c0a682c5635018063cf4f1ab16f"
"train/audio/six/c120e80e_nohash_9.wav","train","six","c120e80e","9","wav",16000,-22453,-402.1,-10,0,27.25,554.1,18228,40681,-0.861625,2670.05396366121,"09598c0a682c5635018063cf4f1ab16f"
"test/audio/clip_0e1dc0fc7.wav","test","","0e1dc0fc7","0","wav",16000,-4101,-159,-23,-1,22,120,3146,7247,-1.0151875,486.085830303138,"098eccd42e11b76341c829a2c214f34f"
"test/audio/clip_5c6e43888.wav","test","","5c6e43888","0","wav",16000,-4101,-159,-23,-1,22,120,3146,7247,-1.0151875,486.085830303138,"098eccd42e11b76341c829a2c214f34f"
"test/audio/clip_2a57fd65e.wav","test","","2a57fd65e","0","wav",16000,-21894,-374,-55,1,57,338,18013,39907,0.3960625,1987.34902604738,"09a157d4386e97f8ece78f18e3718549"
"test/audio/clip_b0ece454e.wav","test","","b0ece454e","0","wav",16000,-21894,-374,-55,1,57,338,18013,39907,0.3960625,1987.34902604738,"09a157d4386e97f8ece78f18e3718549"
"test/audio/clip_7e8b9dce6.wav","test","","7e8b9dce6","0","wav",16000,-12330,-1626.1,-310,-26,220.25,892.1,18283,30613,-2.60525,2216.01703900089,"09f5625d831b16de5f0c848ce65a1032"
"test/audio/clip_e9d0d06ef.wav","test","","e9d0d06ef","0","wav",16000,-12330,-1626.1,-310,-26,220.25,892.1,18283,30613,-2.60525,2216.01703900089,"09f5625d831b16de5f0c848ce65a1032"
"test/audio/clip_391c4b632.wav","test","","391c4b632","0","wav",16000,-1134,-244,-30,0,3,152,2166,3300,-0.111375,286.822865075912,"0a0c0b46f6bf29f52cb8ef126bf448f2"
"test/audio/clip_92ce6f5a4.wav","test","","92ce6f5a4","0","wav",16000,-1134,-244,-30,0,3,152,2166,3300,-0.111375,286.822865075912,"0a0c0b46f6bf29f52cb8ef126bf448f2"
"train/audio/four/c1d39ce8_nohash_2.wav","train","four","c1d39ce8","2","wav",16000,-27888,-4053.1,-957,19,1287,4276.1,26161,54049,-1.9148125,4511.93293163854,"0a40fc5d515d8a9865a21d4cbbfa911e"
"train/audio/four/c1d39ce8_nohash_6.wav","train","four","c1d39ce8","6","wav",16000,-27888,-4053.1,-957,19,1287,4276.1,26161,54049,-1.9148125,4511.93293163854,"0a40fc5d515d8a9865a21d4cbbfa911e"
"test/audio/clip_66aeb637f.wav","test","","66aeb637f","0","wav",16000,-4000,-831.1,-27,-1,18,410,6811,10811,-2.035625,1042.23205787376,"0a604f7e882db3677542de5251e510f7"
"test/audio/clip_d51e6b149.wav","test","","d51e6b149","0","wav",16000,-4000,-831.1,-27,-1,18,410,6811,10811,-2.035625,1042.23205787376,"0a604f7e882db3677542de5251e510f7"
"test/audio/clip_5c9a17a60.wav","test","","5c9a17a60","0","wav",16000,-32250,-2149.1,-260,2,325.25,2351,24897,57147,-1.1016875,3030.82565406792,"0a8bef1df54604a891f3f209a5ec26db"
"test/audio/clip_97017a970.wav","test","","97017a970","0","wav",16000,-32250,-2149.1,-260,2,325.25,2351,24897,57147,-1.1016875,3030.82565406792,"0a8bef1df54604a891f3f209a5ec26db"
"train/audio/seven/cb8f8307_nohash_1.wav","train","seven","cb8f8307","1","wav",16000,-28268,-2005.2,-43.25,0,30,2054.2,24602,52870,1.9946875,2943.84787659864,"0a971bc30cc2d4b32810e588c4250b0b"
"train/audio/seven/cb8f8307_nohash_4.wav","train","seven","cb8f8307","4","wav",16000,-28268,-2005.2,-43.25,0,30,2054.2,24602,52870,1.9946875,2943.84787659864,"0a971bc30cc2d4b32810e588c4250b0b"
"train/audio/bird/c1d39ce8_nohash_0.wav","train","bird","c1d39ce8","0","wav",16000,-28002,-3214,-224.25,23,476,3341.4,20954,48956,-13.4293125,5378.53467508405,"0aa2d9f205665491e7cad78df4f309e6"
"train/audio/bird/c1d39ce8_nohash_1.wav","train","bird","c1d39ce8","1","wav",16000,-28002,-3214,-224.25,23,476,3341.4,20954,48956,-13.4293125,5378.53467508405,"0aa2d9f205665491e7cad78df4f309e6"
"test/audio/clip_841852676.wav","test","","841852676","0","wav",16000,-32768,-2098.2,-252,1,301,2581.1,32767,65535,2.3805625,5295.7362638986,"0ae7eff2be9b2b894059ffa065b7fd9e"
"test/audio/clip_ee3c2907d.wav","test","","ee3c2907d","0","wav",16000,-32768,-2098.2,-252,1,301,2581.1,32767,65535,2.3805625,5295.7362638986,"0ae7eff2be9b2b894059ffa065b7fd9e"
"test/audio/clip_630fdc8be.wav","test","","630fdc8be","0","wav",16000,-10118,-281.1,-14,0,14,271,12038,22156,-0.261875,1176.78190317895,"0af483fc26e6c25f4a06efd13ca927bb"
"test/audio/clip_ac1c3cab6.wav","test","","ac1c3cab6","0","wav",16000,-10118,-281.1,-14,0,14,271,12038,22156,-0.261875,1176.78190317895,"0af483fc26e6c25f4a06efd13ca927bb"
